sourceProject,sourceScenarioKey,sourceCaseKey,caseKey,caseName,caseWeight,scenarioKey,scenario,directionalScore,legalStability,rightsProtection,democraticResponsiveness,independenceAccountabilityBalance,legitimacy,partisanAlignment,shadowDocketAbuse,constitutionalConflict,reversalRate
Supreme Court Simulator Design,comparative-constitutional-senates,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__comparative-constitutional-senates,Supreme Court Simulator Design: Comparative 16-seat constitutional senates,0.540,0.613,0.625,0.597,0.678,0.619,0.032,0.143,0.535,0.068
Supreme Court Simulator Design,constitutional-council,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__constitutional-council,Supreme Court Simulator Design: Pre-enactment constitutional council,0.538,0.604,0.633,0.635,0.695,0.661,0.047,0.149,0.547,0.089
Supreme Court Simulator Design,legislative-override,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__legislative-override,Supreme Court Simulator Design: Judicial review with legislative supermajority override,0.537,0.582,0.635,0.620,0.679,0.594,0.022,0.154,0.557,0.104
Supreme Court Simulator Design,accountability-retention-court,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__accountability-retention-court,Supreme Court Simulator Design: Retention-election accountability court,0.542,0.596,0.624,0.623,0.677,0.592,0.041,0.156,0.552,0.090
Supreme Court Simulator Design,emergency-restraint-court,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__emergency-restraint-court,Supreme Court Simulator Design: No emergency relief without merits review,0.546,0.560,0.650,0.626,0.708,0.679,0.041,0.037,0.528,0.138
Supreme Court Simulator Design,randomized-merits-panels,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__randomized-merits-panels,Supreme Court Simulator Design: Randomized merits panels with en banc correction,0.540,0.595,0.630,0.608,0.680,0.631,0.056,0.154,0.534,0.098
Supreme Court Simulator Design,mandatory-written-emergency-reasoning,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__mandatory-written-emergency-reasoning,Supreme Court Simulator Design: Mandatory written emergency reasoning,0.542,0.604,0.625,0.605,0.673,0.583,0.059,0.115,0.539,0.087
Supreme Court Simulator Design,automatic-merits-follow-up,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__automatic-merits-follow-up,Supreme Court Simulator Design: Automatic merits follow-up for emergency relief,0.534,0.542,0.652,0.632,0.699,0.662,0.063,0.048,0.540,0.155
Supreme Court Simulator Design,strong-recusal-enforcement,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__strong-recusal-enforcement,Supreme Court Simulator Design: Independent recusal enforcement with substitutes,0.537,0.587,0.634,0.611,0.680,0.608,0.035,0.157,0.540,0.104
Supreme Court Simulator Design,jurisdiction-stripping-constraints,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__jurisdiction-stripping-constraints,Supreme Court Simulator Design: Jurisdiction stripping constrained by rights carveouts,0.543,0.587,0.635,0.616,0.684,0.591,0.022,0.154,0.547,0.098
Supreme Court Simulator Design,legislative-override-window,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__legislative-override-window,Supreme Court Simulator Design: Time-limited legislative override window,0.539,0.587,0.633,0.618,0.679,0.591,0.022,0.154,0.555,0.097
Supreme Court Simulator Design,constitutional-remand,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__constitutional-remand,Supreme Court Simulator Design: Constitutional remand before invalidation,0.543,0.619,0.630,0.633,0.692,0.630,0.038,0.154,0.537,0.075
Supreme Court Simulator Design,public-interest-litigation-filter,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__public-interest-litigation-filter,Supreme Court Simulator Design: Public-interest litigation filter,0.543,0.595,0.638,0.610,0.679,0.598,0.039,0.155,0.536,0.096
Supreme Court Simulator Design,emergency-integrity-package,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__emergency-integrity-package,Supreme Court Simulator Design: Emergency integrity package,0.536,0.552,0.652,0.629,0.706,0.684,0.038,0.048,0.534,0.142
Supreme Court Simulator Design,remand-override-window-package,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__remand-override-window-package,Supreme Court Simulator Design: Constitutional remand with override window,0.540,0.630,0.624,0.627,0.689,0.629,0.038,0.116,0.538,0.066
Supreme Court Simulator Design,panel-jurisdiction-safeguards,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__panel-jurisdiction-safeguards,Supreme Court Simulator Design: Random panels with jurisdiction safeguards,0.537,0.600,0.623,0.605,0.677,0.625,0.063,0.145,0.548,0.085
Supreme Court Simulator Design,council-concrete-hybrid,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__council-concrete-hybrid,Supreme Court Simulator Design: Constitutional council with concrete-review backstop,0.538,0.611,0.633,0.629,0.696,0.661,0.031,0.149,0.542,0.080
Supreme Court Simulator Design,judicial-electorate-selection,shadow-docket-stress,scd__shadow-docket-stress,Supreme Court Simulator Design: Shadow-Docket Stress,1.000,scd__judicial-electorate-selection,Supreme Court Simulator Design: Judicial electorate selection court,0.533,0.591,0.633,0.610,0.682,0.610,0.025,0.153,0.537,0.101
Supreme Court Simulator Design,current-us-like,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__current-us-like,Supreme Court Simulator Design: Stylized current U.S.-like supreme court,0.612,0.688,0.633,0.574,0.728,0.480,0.026,0.203,0.371,0.017
Supreme Court Simulator Design,term-limited-balanced,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__term-limited-balanced,Supreme Court Simulator Design: 18-year staggered terms + regular appointments,0.627,0.697,0.634,0.580,0.765,0.574,0.026,0.062,0.345,0.024
Supreme Court Simulator Design,nonpartisan-commission,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__nonpartisan-commission,Supreme Court Simulator Design: Nonpartisan commission appointments,0.625,0.694,0.644,0.588,0.768,0.589,0.019,0.064,0.353,0.023
Supreme Court Simulator Design,expanded-court-fifteen,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__expanded-court-fifteen,Supreme Court Simulator Design: Expanded 15-seat court,0.620,0.693,0.638,0.583,0.766,0.585,0.016,0.061,0.348,0.023
Supreme Court Simulator Design,supermajority-review,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__supermajority-review,Supreme Court Simulator Design: 60 percent invalidation threshold,0.627,0.699,0.632,0.581,0.763,0.573,0.027,0.054,0.348,0.018
Supreme Court Simulator Design,recusal-and-emergency-reform,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__recusal-and-emergency-reform,Supreme Court Simulator Design: Peer recusal + reasoned emergency docket,0.623,0.695,0.637,0.581,0.765,0.579,0.025,0.062,0.346,0.025
Supreme Court Simulator Design,panel-en-banc,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__panel-en-banc,Supreme Court Simulator Design: Three-judge panels with en banc correction,0.623,0.696,0.639,0.584,0.771,0.625,0.030,0.061,0.347,0.024
Supreme Court Simulator Design,cross-checking-courts,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__cross-checking-courts,Supreme Court Simulator Design: Supreme court with cross-checking constitutional court,0.607,0.693,0.620,0.577,0.767,0.585,0.010,0.055,0.370,0.016
Supreme Court Simulator Design,dual-supreme-courts,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__dual-supreme-courts,Supreme Court Simulator Design: Dual supreme courts with disagreement filter,0.599,0.675,0.640,0.586,0.765,0.592,0.009,0.054,0.379,0.025
Supreme Court Simulator Design,comparative-constitutional-senates,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__comparative-constitutional-senates,Supreme Court Simulator Design: Comparative 16-seat constitutional senates,0.616,0.703,0.628,0.582,0.769,0.624,0.014,0.057,0.350,0.017
Supreme Court Simulator Design,constitutional-council,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__constitutional-council,Supreme Court Simulator Design: Pre-enactment constitutional council,0.620,0.703,0.637,0.599,0.778,0.636,0.023,0.064,0.357,0.021
Supreme Court Simulator Design,legislative-override,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__legislative-override,Supreme Court Simulator Design: Judicial review with legislative supermajority override,0.622,0.693,0.639,0.589,0.769,0.588,0.010,0.061,0.362,0.022
Supreme Court Simulator Design,accountability-retention-court,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__accountability-retention-court,Supreme Court Simulator Design: Retention-election accountability court,0.623,0.697,0.633,0.593,0.768,0.588,0.021,0.063,0.361,0.023
Supreme Court Simulator Design,emergency-restraint-court,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__emergency-restraint-court,Supreme Court Simulator Design: No emergency relief without merits review,0.629,0.699,0.644,0.590,0.779,0.628,0.020,0.008,0.348,0.026
Supreme Court Simulator Design,randomized-merits-panels,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__randomized-merits-panels,Supreme Court Simulator Design: Randomized merits panels with en banc correction,0.622,0.698,0.638,0.584,0.771,0.626,0.028,0.062,0.346,0.021
Supreme Court Simulator Design,mandatory-written-emergency-reasoning,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__mandatory-written-emergency-reasoning,Supreme Court Simulator Design: Mandatory written emergency reasoning,0.622,0.695,0.639,0.584,0.767,0.584,0.026,0.038,0.352,0.023
Supreme Court Simulator Design,automatic-merits-follow-up,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__automatic-merits-follow-up,Supreme Court Simulator Design: Automatic merits follow-up for emergency relief,0.626,0.695,0.644,0.586,0.775,0.613,0.024,0.013,0.347,0.027
Supreme Court Simulator Design,strong-recusal-enforcement,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__strong-recusal-enforcement,Supreme Court Simulator Design: Independent recusal enforcement with substitutes,0.622,0.697,0.639,0.585,0.769,0.594,0.018,0.064,0.349,0.025
Supreme Court Simulator Design,jurisdiction-stripping-constraints,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__jurisdiction-stripping-constraints,Supreme Court Simulator Design: Jurisdiction stripping constrained by rights carveouts,0.627,0.694,0.640,0.588,0.772,0.587,0.010,0.063,0.355,0.023
Supreme Court Simulator Design,legislative-override-window,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__legislative-override-window,Supreme Court Simulator Design: Time-limited legislative override window,0.622,0.694,0.635,0.588,0.768,0.583,0.010,0.065,0.359,0.025
Supreme Court Simulator Design,constitutional-remand,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__constitutional-remand,Supreme Court Simulator Design: Constitutional remand before invalidation,0.622,0.712,0.634,0.601,0.777,0.613,0.019,0.061,0.348,0.017
Supreme Court Simulator Design,public-interest-litigation-filter,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__public-interest-litigation-filter,Supreme Court Simulator Design: Public-interest litigation filter,0.624,0.695,0.643,0.584,0.769,0.587,0.019,0.062,0.346,0.024
Supreme Court Simulator Design,emergency-integrity-package,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__emergency-integrity-package,Supreme Court Simulator Design: Emergency integrity package,0.623,0.697,0.642,0.587,0.777,0.624,0.017,0.013,0.348,0.024
Supreme Court Simulator Design,remand-override-window-package,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__remand-override-window-package,Supreme Court Simulator Design: Constitutional remand with override window,0.619,0.715,0.633,0.600,0.779,0.616,0.019,0.038,0.349,0.018
Supreme Court Simulator Design,panel-jurisdiction-safeguards,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__panel-jurisdiction-safeguards,Supreme Court Simulator Design: Random panels with jurisdiction safeguards,0.620,0.695,0.634,0.585,0.773,0.625,0.028,0.055,0.354,0.022
Supreme Court Simulator Design,council-concrete-hybrid,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__council-concrete-hybrid,Supreme Court Simulator Design: Constitutional council with concrete-review backstop,0.617,0.704,0.634,0.596,0.778,0.639,0.013,0.063,0.354,0.020
Supreme Court Simulator Design,judicial-electorate-selection,high-democratic-mandate,scd__high-democratic-mandate,Supreme Court Simulator Design: High Democratic Mandate,1.000,scd__judicial-electorate-selection,Supreme Court Simulator Design: Judicial electorate selection court,0.617,0.694,0.644,0.585,0.769,0.601,0.013,0.064,0.352,0.023
Supreme Court Simulator Design,current-us-like,constitutional-conflict,scd__constitutional-conflict,Supreme Court Simulator Design: Constitutional Conflict,1.000,scd__current-us-like,Supreme Court Simulator Design: Stylized current U.S.-like supreme court,0.501,0.511,0.641,0.594,0.594,0.404,0.081,0.398,0.631,0.095
